"urbrur","roof","walls","water","electcon","relat","sex","age","hhcivil","expend","income","savings","ori_hid","sampling_weight","household_weights"
"2441",2,"4","2",4,1,3,"1",15,1,40629539,63100000,1341011,525,100,14.2857142857143
"2442",2,"4","2",4,1,3,"1",17,1,56521463,61800000,3794342,525,100,14.2857142857143
"2443",2,"4","2",1,1,1,"1",55,2,37539077,56600000,7085289,526,100,20
"2444",2,"4","2",1,1,2,"2",49,2,10400152,88200000,6200005,526,100,20
"2445",2,"4","2",1,1,7,"1",21,1,30663189,76600000,8387684,526,100,20
"2446",2,"4","2",1,1,7,"1",21,1,43871894,30700000,5787461,526,100,20
"2447",2,"4","2",1,1,7,"1",19,1,8797572,33100000,6242637,526,100,20
"2448",2,"4","2",7,1,1,"1",48,2,16258606,63100000,318126.4,527,100,14.2857142857143
"2449",2,"4","2",7,1,2,"2",46,2,50009596,67100000,1103976,527,100,14.2857142857143
"2450",2,"4","2",7,1,3,"1",16,1,20804897,89100000,1302131,527,100,14.2857142857143
"2451",2,"4","2",7,1,3,"2",10,1,56682622,11100000,5178423,527,100,14.2857142857143
"2452",2,"4","2",7,1,3,"1",8,1,64134121,38500000,3701736,527,100,14.2857142857143
"2453",2,"4","2",7,1,3,"2",20,1,34541422,31600000,679690.2,527,100,14.2857142857143
"2454",2,"4","2",7,1,3,"1",18,1,6493452,9200665,2026157,527,100,14.2857142857143
"2455",2,"4","2",1,1,1,"1",45,2,15505031,31917.73,6527831,528,100,14.2857142857143
"2456",2,"4","2",1,1,2,"2",42,2,14910387,2468626,530022.2,528,100,14.2857142857143
"2457",2,"4","2",1,1,3,"1",22,1,63336766,23400000,9890802,528,100,14.2857142857143
"2458",2,"4","2",1,1,3,"2",23,3,70580703,30400000,4147487,528,100,14.2857142857143
"2459",2,"4","2",1,1,3,"2",8,1,90617371,62400000,7920844,528,100,14.2857142857143
"2460",2,"4","2",1,1,5,"2",1,1,29707074,39500000,2583898,528,100,14.2857142857143
"2461",2,"4","2",1,1,6,"1",75,4,4358933,55800000,3917430,528,100,14.2857142857143
"2462",2,"4","2",1,1,1,"1",46,2,94771278,28900000,5763340,529,100,25
"2463",2,"4","2",1,1,2,"2",43,2,52553624,4.1e+07,7646211,529,100,25
"2464",2,"4","2",1,1,3,"1",19,1,76182061,49700000,1126222,529,100,25
"2465",2,"4","2",1,1,3,"2",17,1,29523137,1043757,8100511,529,100,25
"2466",2,"4","9",3,1,1,"1",47,2,5298037,6.3e+07,1376887,530,100,14.2857142857143
"2467",2,"4","9",3,1,2,"2",46,2,14371027,9910863,8635633,530,100,14.2857142857143
"2468",2,"4","9",3,1,3,"1",18,1,52521509,93400000,550804.6,530,100,14.2857142857143
"2469",2,"4","9",3,1,3,"2",16,1,87653810,28600000,1487527,530,100,14.2857142857143
"2470",2,"4","9",3,1,3,"1",15,1,81183445,30800000,3973382,530,100,14.2857142857143
"2471",2,"4","9",3,1,6,"2",80,4,69727361,33900000,8521490,530,100,14.2857142857143
"2472",2,"4","9",3,1,7,"1",13,1,75296539,90300000,8418079,530,100,14.2857142857143
"2473",2,"4","3",9,1,1,"1",25,2,6020088,10400000,3236054,531,100,25
"2474",2,"4","3",9,1,2,"2",20,2,70900321,3666828,7936238,531,100,25
"2475",2,"4","3",9,1,3,"1",1,1,32662925,82500000,9865038,531,100,25
"2476",2,"4","3",9,1,7,"1",10,1,31094146,51600000,1868190,531,100,25
"2477",2,"4","3",1,1,1,"1",27,2,30257741,57900000,2855959,532,100,33.3333333333333
"2478",2,"4","3",1,1,2,"2",20,2,44238412,94100000,5483690,532,100,33.3333333333333
"2479",2,"4","3",1,1,3,"2",2,1,75871301,3257487,233486.8,532,100,33.3333333333333
"2480",2,"4","2",1,1,1,"1",42,2,13833442,50400000,2602618,533,100,25
"2481",2,"4","2",1,1,2,"2",40,2,42342687,88200000,8256749,533,100,25
"2482",2,"4","2",1,1,3,"1",17,1,10420469,19300000,9730393,533,100,25
"2483",2,"4","2",1,1,3,"1",15,1,49512306,40300000,331294.8,533,100,25
"2484",2,"2","3",9,1,1,"1",28,2,10252863,74200000,6682903,534,100,33.3333333333333
"2485",2,"2","3",9,1,2,"2",25,2,82586223,145340.6,4197092,534,100,33.3333333333333
"2486",2,"2","3",9,1,3,"1",1,1,49225140,39800000,9049722,534,100,33.3333333333333
"2487",2,"4","2",1,1,1,"1",75,2,70204622,96500000,9149432,535,100,10
"2488",2,"4","2",1,1,2,"2",50,2,8170608,13200000,6606686,535,100,10
"2489",2,"4","2",1,1,3,"1",13,1,57387388,58456.07,9310055,535,100,10
"2490",2,"4","2",1,1,3,"2",16,1,34932089,8.3e+07,718275.4,535,100,10
"2491",2,"4","2",1,1,3,"2",26,3,2100763,65400000,8322876,535,100,10
"2492",2,"4","2",1,1,3,"1",10,1,48415247,89200000,7750767,535,100,10
"2493",2,"4","2",1,1,3,"1",12,1,1423438,28169.5,8572153,535,100,10
"2494",2,"4","2",1,1,3,"2",22,1,65393007,95600000,5072980,535,100,10
"2495",2,"4","2",1,1,3,"2",20,1,50686622,61400000,7760567,535,100,10
"2496",2,"4","2",1,1,5,"1",8,1,52554286,36600000,2393968,535,100,10
"2497",2,"4","3",1,1,1,"1",29,2,40702230,93100000,5858588,536,100,33.3333333333333
"2498",2,"4","3",1,1,2,"2",26,2,2683977,63400000,826326.9,536,100,33.3333333333333
"2499",2,"4","3",1,1,3,"1",1,1,40880173,24200000,9705279,536,100,33.3333333333333
"2500",2,"4","3",1,1,1,"1",29,1,59445810,50500000,4622294,537,100,100
"2501",2,"2","2",7,1,1,"1",35,2,41643944,45800000,5101415,538,100,14.2857142857143
"2502",2,"2","2",7,1,2,"2",29,2,66974360,69600000,5703261,538,100,14.2857142857143
"2503",2,"2","2",7,1,3,"2",3,1,11088432,37800000,4389318,538,100,14.2857142857143
"2504",2,"2","2",7,1,3,"2",8,1,88047761,804838,7859858,538,100,14.2857142857143
"2505",2,"2","2",7,1,3,"2",10,1,18718486,37500000,7303288,538,100,14.2857142857143
"2506",2,"2","2",7,1,3,"2",1,1,44547120,85500000,8493209,538,100,14.2857142857143
"2507",2,"2","2",7,1,7,"2",22,1,83538395,28200000,3317606,538,100,14.2857142857143
"2508",2,"2","3",7,1,1,"1",40,2,74654955,41100000,9842587,539,100,16.6666666666667
"2509",2,"2","3",7,1,2,"2",35,2,26128742,27300000,5955785,539,100,16.6666666666667
"2510",2,"2","3",7,1,3,"2",3,1,9333646,23700000,2453570,539,100,16.6666666666667
"2511",2,"2","3",7,1,3,"2",11,1,17165893,53600000,806580.2,539,100,16.6666666666667
"2512",2,"2","3",7,1,3,"2",2,1,35237056,44900000,102018.8,539,100,16.6666666666667
"2513",2,"2","3",7,1,3,"2",7,1,11782277,84500000,8686578,539,100,16.6666666666667
"2514",2,"4","2",7,1,1,"1",39,2,50867862,77100000,9355119,540,100,50
"2515",2,"4","2",7,1,9,"1",32,1,69207138,20200000,6393338,540,100,50
"2516",2,"4","2",1,1,1,"1",56,2,72600830,69600000,1931524,541,100,33.3333333333333
"2517",2,"4","2",1,1,2,"2",52,2,18939529,22400000,3674249,541,100,33.3333333333333
"2518",2,"4","2",1,1,3,"1",20,1,74651295,42500000,768515.3,541,100,33.3333333333333
"2519",2,"4","2",1,1,1,"1",43,2,49748686,1.2e+07,6540637,542,100,12.5
"2520",2,"4","2",1,1,2,"2",43,2,85869730,87500000,4584269,542,100,12.5
"2521",2,"4","2",1,1,3,"2",18,1,77885926,3.6e+07,5065506,542,100,12.5
"2522",2,"4","2",1,1,3,"2",9,1,99098635,82300000,9008862,542,100,12.5
"2523",2,"4","2",1,1,3,"2",6,1,24340087,97700000,1148157,542,100,12.5
"2524",2,"4","2",1,1,3,"1",13,1,51317,82400000,7479956,542,100,12.5
"2525",2,"4","2",1,1,3,"1",16,1,47818315,5.8e+07,3413820,542,100,12.5
"2526",2,"4","2",1,1,6,"2",78,4,99962044,8649827,2828132,542,100,12.5
"2527",2,"4","3",1,1,1,"1",57,2,65787637,22100000,4981880,543,100,16.6666666666667
"2528",2,"4","3",1,1,2,"2",44,2,73935401,51600000,2244635,543,100,16.6666666666667
"2529",2,"4","3",1,1,3,"2",25,1,16159976,98700000,1860936,543,100,16.6666666666667
"2530",2,"4","3",1,1,3,"1",23,1,95036179,12200000,7135675,543,100,16.6666666666667
"2531",2,"4","3",1,1,3,"1",21,1,70259273,1772807,5534578,543,100,16.6666666666667
"2532",2,"4","3",1,1,3,"2",20,1,61149281,69400000,66231.13,543,100,16.6666666666667
"2533",2,"2","3",3,1,1,"1",32,2,99178958,67900000,2448696,544,100,25
"2534",2,"2","3",3,1,2,"2",36,2,62502402,6.1e+07,6082633,544,100,25
"2535",2,"2","3",3,1,3,"2",6,1,86400735,81900000,2187424,544,100,25
"2536",2,"2","3",3,1,3,"1",10,1,39999953,8195423,5928765,544,100,25
"2537",2,"2","3",1,4,1,"1",32,2,94031429,8.7e+07,7573382,545,100,50
"2538",2,"2","3",1,4,2,"2",62,2,38422531,46200000,4061323,545,100,50
"2539",2,"2","3",1,1,1,"1",68,2,71622777,73100000,8088721,546,100,16.6666666666667
"2540",2,"2","3",1,1,2,"2",62,2,68061960,5.6e+07,5321136,546,100,16.6666666666667
"2541",2,"2","3",1,1,3,"1",21,2,53922498,17300000,3751793,546,100,16.6666666666667
"2542",2,"2","3",1,1,5,"2",6,1,30157194,42500000,8297064,546,100,16.6666666666667
"2543",2,"2","3",1,1,5,"2",2,1,87653995,8.8e+07,5959181,546,100,16.6666666666667
"2544",2,"2","3",1,1,5,"1",4,1,74435270,22800000,4712911,546,100,16.6666666666667
"2545",2,"4","2",1,1,1,"1",24,2,17171125,93800000,777739.8,547,100,33.3333333333333
"2546",2,"4","2",1,1,2,"2",23,2,10831548,79700000,9544755,547,100,33.3333333333333
"2547",2,"4","2",1,1,3,"2",1,1,34670034,81900000,7754844,547,100,33.3333333333333
"2548",2,"4","2",1,1,1,"1",49,2,731257,29200000,6902923,548,100,14.2857142857143
"2549",2,"4","2",1,1,2,"2",36,2,75807297,4174027,4831760,548,100,14.2857142857143
"2550",2,"4","2",1,1,3,"1",6,1,12200954,7.4e+07,2625441,548,100,14.2857142857143
"2551",2,"4","2",1,1,3,"1",11,1,9015210,89200000,6689243,548,100,14.2857142857143
"2552",2,"4","2",1,1,3,"1",16,1,86816418,54200000,843641.8,548,100,14.2857142857143
"2553",2,"4","2",1,1,3,"2",17,1,11057610,9.8e+07,8279677,548,100,14.2857142857143
"2554",2,"4","2",1,1,3,"2",13,1,31628394,65600000,8374051,548,100,14.2857142857143
"2555",2,"4","2",1,1,1,"1",72,2,92734879,70800000,2436641,549,100,50
"2556",2,"4","2",1,1,2,"2",68,2,68986779,91100000,2708616,549,100,50
"2557",2,"4","2",1,1,1,"1",45,2,42348596,28600000,822933.6,550,100,16.6666666666667
"2558",2,"4","2",1,1,2,"2",45,2,41999084,8.4e+07,5880866,550,100,16.6666666666667
"2559",2,"4","2",1,1,3,"2",14,1,99158412,1441668,1940326,550,100,16.6666666666667
"2560",2,"4","2",1,1,3,"2",18,1,65671247,6.8e+07,5712806,550,100,16.6666666666667
"2561",2,"4","2",1,1,3,"2",16,1,5990371,16140.87,3616955,550,100,16.6666666666667
"2562",2,"4","2",1,1,3,"1",12,1,61503953,27400000,719860.4,550,100,16.6666666666667
"2563",2,"4","2",1,1,1,"1",52,2,36123544,66500000,1985049,551,100,33.3333333333333
"2564",2,"4","2",1,1,2,"2",50,2,89349437,52400000,2554368,551,100,33.3333333333333
"2565",2,"4","2",1,1,3,"1",16,1,96329850,7644694,9636472,551,100,33.3333333333333
"2566",2,"4","3",9,1,1,"1",38,2,72495818,77500000,8084325,552,100,16.6666666666667
"2567",2,"4","3",9,1,2,"2",35,2,77521920,63800000,2601575,552,100,16.6666666666667
"2568",2,"4","3",9,1,3,"1",7,1,80715650,17800000,81053.27,552,100,16.6666666666667
"2569",2,"4","3",9,1,3,"2",12,1,91986114,52600000,2549057,552,100,16.6666666666667
"2570",2,"4","3",9,1,3,"1",17,1,35267827,27700000,5414706,552,100,16.6666666666667
"2571",2,"4","3",9,1,3,"2",9,1,87594789,62300000,5746256,552,100,16.6666666666667
"2572",2,"4","2",1,1,1,"1",63,2,98483115,86700000,9520630,553,100,25
"2573",2,"4","2",1,1,2,"2",56,2,75512433,9.3e+07,4931325,553,100,25
"2574",2,"4","2",1,1,3,"1",13,1,8562446,65500000,5699510,553,100,25
"2575",2,"4","2",1,1,3,"1",19,1,35577399,59800000,3015468,553,100,25
"2576",2,"4","2",1,1,1,"1",56,2,20454171,86600000,7837903,554,100,25
"2577",2,"4","2",1,1,2,"2",56,2,38531119,81300000,5032422,554,100,25
"2578",2,"4","2",1,1,3,"1",23,1,4972285,71200000,4265378,554,100,25
"2579",2,"4","2",1,1,3,"1",20,1,8003934,55900000,3126106,554,100,25
"2580",2,"4","3",1,1,1,"1",33,2,20968762,65400000,6729560,555,100,25
"2581",2,"4","3",1,1,2,"2",26,2,22728032,94600000,7123474,555,100,25
"2582",2,"4","3",1,1,3,"2",6,1,98578727,79300000,790958.5,555,100,25
"2583",2,"4","3",1,1,3,"1",2,1,89062262,13600000,6201059,555,100,25
"2584",2,"4","2",1,1,1,"2",50,2,65061146,88700000,3289849,556,100,25
"2585",2,"4","2",1,1,3,"2",21,2,24022064,4e+07,8164532,556,100,25
"2586",2,"4","2",1,1,3,"1",19,1,80069345,30200000,6068641,556,100,25
"2587",2,"4","2",1,1,3,"1",15,1,49320915,59300000,8891906,556,100,25
"2588",2,"4","2",2,1,1,"1",60,2,39217651,18300000,4336348,557,100,25
"2589",2,"4","2",2,1,2,"2",55,2,85836947,1.9e+07,3381760,557,100,25
"2590",2,"4","2",2,1,3,"2",21,1,88520777,72500000,6432846,557,100,25
"2591",2,"4","2",2,1,3,"2",18,1,66348422,48200000,2690852,557,100,25
"2592",2,"4","2",3,1,1,"1",41,2,13228220,50200000,3845120,558,100,16.6666666666667
"2593",2,"4","2",3,1,2,"2",38,2,72439057,97700000,9851210,558,100,16.6666666666667
"2594",2,"4","2",3,1,3,"1",10,1,26889625,5.4e+07,6559117,558,100,16.6666666666667
"2595",2,"4","2",3,1,3,"1",5,1,44661292,71100000,2175524,558,100,16.6666666666667
"2596",2,"4","2",3,1,3,"2",12,1,65761620,22900000,6758239,558,100,16.6666666666667
"2597",2,"4","2",3,1,7,"2",15,1,71163815,85900000,2971461,558,100,16.6666666666667
"2598",2,"4","2",3,1,1,"2",67,4,14903809,86300000,6003255,559,100,100
"2599",2,"4","2",1,1,1,"1",51,2,85456687,57100000,8232240,560,100,50
"2600",2,"4","2",1,1,2,"2",52,2,16130978,22500000,3410337,560,100,50
"2601",2,"4","2",2,1,1,"1",45,2,17620476,79300000,5234105,561,100,20
"2602",2,"4","2",2,1,2,"2",42,2,76268268,11700000,9171885,561,100,20
"2603",2,"4","2",2,1,3,"1",13,1,8025412,82900000,6447308,561,100,20
"2604",2,"4","2",2,1,3,"1",17,1,68598086,70600000,5209038,561,100,20
"2605",2,"4","2",2,1,3,"2",15,1,36788854,9628224,6583411,561,100,20
"2606",2,"4","2",1,1,1,"1",27,2,11519786,5.4e+07,3857945,562,100,50
"2607",2,"4","2",1,1,2,"2",26,2,45668107,15100000,2948641,562,100,50
"2608",2,"4","2",1,1,1,"1",36,2,75172019,8.3e+07,2164821,563,100,20
"2609",2,"4","2",1,1,2,"2",27,2,42627016,5314027,627100.8,563,100,20
"2610",2,"4","2",1,1,3,"2",3,1,40689382,69800000,6756918,563,100,20
"2611",2,"4","2",1,1,3,"2",8,1,22672629,201802.8,8353504,563,100,20
"2612",2,"4","2",1,1,3,"2",1,1,16239390,78700000,2204041,563,100,20
"2613",2,"4","2",1,1,1,"1",40,2,22892992,42900000,9368516,564,100,12.5
"2614",2,"4","2",1,1,2,"2",35,2,42486772,5.7e+07,8635285,564,100,12.5
"2615",2,"4","2",1,1,3,"1",15,1,37410447,3.3e+07,2328144,564,100,12.5
"2616",2,"4","2",1,1,3,"2",18,1,88267905,11200000,1189291,564,100,12.5
"2617",2,"4","2",1,1,3,"2",7,1,50051004,88100000,547241.8,564,100,12.5
"2618",2,"4","2",1,1,3,"1",10,1,3139528,6.6e+07,464434.2,564,100,12.5
"2619",2,"4","2",1,1,3,"1",17,1,99892533,57600000,3593385,564,100,12.5
"2620",2,"4","2",1,1,3,"2",9,1,57694817,61300000,9558240,564,100,12.5
"2621",2,"4","2",1,1,1,"2",66,4,98232508,61700000,5585214,565,100,33.3333333333333
"2622",2,"4","2",1,1,3,"1",26,1,6541314,76100000,3685492,565,100,33.3333333333333
"2623",2,"4","2",1,1,3,"2",22,1,87542516,72200000,1751942,565,100,33.3333333333333
"2624",2,"4","2",1,1,1,"1",35,2,77731067,69900000,5254054,566,100,33.3333333333333
"2625",2,"4","2",1,1,2,"2",27,2,96916032,17600000,1204699,566,100,33.3333333333333
"2626",2,"4","2",1,1,3,"1",1,1,20047697,22200000,38895.34,566,100,33.3333333333333
"2627",2,"4","2",1,1,1,"1",46,2,92914718,15400000,8310223,567,100,33.3333333333333
"2628",2,"4","2",1,1,2,"2",44,2,65935856,89700000,2732847,567,100,33.3333333333333
"2629",2,"4","2",1,1,3,"2",9,1,43348280,11500000,6920407,567,100,33.3333333333333
"2630",2,"4","2",1,1,1,"1",42,2,69051468,96900000,271933.3,568,100,11.1111111111111
"2631",2,"4","2",1,1,2,"2",40,2,68626964,48700000,7421613,568,100,11.1111111111111
"2632",2,"4","2",1,1,3,"1",9,1,36956310,31200000,7487651,568,100,11.1111111111111
"2633",2,"4","2",1,1,3,"2",16,1,22341335,64600000,3269210,568,100,11.1111111111111
"2634",2,"4","2",1,1,3,"1",11,1,98894238,57400000,1579899,568,100,11.1111111111111
"2635",2,"4","2",1,1,3,"1",3,1,14271700,83300000,827581.8,568,100,11.1111111111111
"2636",2,"4","2",1,1,3,"2",13,1,41170225,36300000,1162693,568,100,11.1111111111111
"2637",2,"4","2",1,1,7,"1",17,1,38958216,84200000,1328699,568,100,11.1111111111111
"2638",2,"4","2",1,1,7,"1",17,1,76205534,20900000,8990002,568,100,11.1111111111111
"2639",2,"4","2",7,1,1,"1",46,2,42074198,95700000,673509.4,569,100,14.2857142857143
"2640",2,"4","2",7,1,2,"2",46,2,14136140,63600000,7748397,569,100,14.2857142857143
"2641",2,"4","2",7,1,3,"2",20,1,85607660,19600000,5676661,569,100,14.2857142857143
"2642",2,"4","2",7,1,3,"1",22,1,90630358,40200000,6784128,569,100,14.2857142857143
"2643",2,"4","2",7,1,3,"2",10,1,58463883,75600000,3915814,569,100,14.2857142857143
"2644",2,"4","2",7,1,3,"1",18,1,58979189,90100000,3069971,569,100,14.2857142857143
"2645",2,"4","2",7,1,3,"2",16,1,56336552,21400000,2070324,569,100,14.2857142857143
"2646",2,"4","3",1,1,1,"1",45,2,89020771,2.3e+07,3167988,570,100,16.6666666666667
"2647",2,"4","3",1,1,2,"2",43,2,47329625,97300000,6897486,570,100,16.6666666666667
"2648",2,"4","3",1,1,3,"1",20,1,14776923,6.4e+07,2875990,570,100,16.6666666666667
"2649",2,"4","3",1,1,3,"1",9,1,313690,5.3e+07,9044732,570,100,16.6666666666667
"2650",2,"4","3",1,1,3,"1",15,1,70857775,55400000,1063316,570,100,16.6666666666667
"2651",2,"4","3",1,1,3,"2",13,1,51438564,17800000,9739962,570,100,16.6666666666667
"2652",2,"4","2",1,1,1,"1",50,2,15217841,92400000,9954250,571,100,25
"2653",2,"4","2",1,1,2,"2",45,2,55685592,51600000,7548327,571,100,25
"2654",2,"4","2",1,1,3,"1",19,1,85973036,1068898,9130037,571,100,25
"2655",2,"4","2",1,1,3,"2",17,1,87331247,43500000,4082652,571,100,25
"2656",2,"4","2",1,1,1,"1",45,2,47729772,57300000,1294604,572,100,20
"2657",2,"4","2",1,1,2,"2",43,2,98522419,29800000,2087537,572,100,20
"2658",2,"4","2",1,1,3,"1",15,1,76526815,50300000,7214059,572,100,20
"2659",2,"4","2",1,1,3,"2",17,1,61904305,39400000,991194.7,572,100,20
"2660",2,"4","2",1,1,3,"1",13,1,76956743,3992998,1686650,572,100,20
"2661",2,"4","3",3,1,1,"1",54,2,36465144,3405246,6341499,573,100,16.6666666666667
"2662",2,"4","3",3,1,2,"2",43,2,62324387,48200000,6128919,573,100,16.6666666666667
"2663",2,"4","3",3,1,3,"1",22,1,36153537,32400000,3581771,573,100,16.6666666666667
"2664",2,"4","3",3,1,3,"1",18,1,40648875,90800000,4558721,573,100,16.6666666666667
"2665",2,"4","3",3,1,3,"2",20,1,68642187,23400000,5403720,573,100,16.6666666666667
"2666",2,"4","3",3,1,3,"2",13,1,99237025,63800000,4747875,573,100,16.6666666666667
"2667",2,"9","3",9,1,1,"1",37,2,6550422,86500000,1408756,574,100,20
"2668",2,"9","3",9,1,2,"2",31,2,3129737,67900000,8574618,574,100,20
"2669",2,"9","3",9,1,3,"2",2,1,5610420,62100000,4026176,574,100,20
"2670",2,"9","3",9,1,3,"2",7,1,69869405,90300000,320653.4,574,100,20
"2671",2,"9","3",9,1,3,"2",7,1,53452355,4101683,1555740,574,100,20
"2672",2,"4","3",1,1,1,"1",30,2,64397120,62700000,9793690,575,100,20
"2673",2,"4","3",1,1,2,"2",23,2,41648751,2280886,98671.29,575,100,20
"2674",2,"4","3",1,1,3,"1",0,1,53396165,54300000,6707101,575,100,20
"2675",2,"4","3",1,1,3,"2",7,1,6378774,10300000,1413144,575,100,20
"2676",2,"4","3",1,1,3,"1",5,1,98280704,28800000,6736603,575,100,20
"2677",2,"4","3",1,1,1,"1",48,2,17143400,22600000,7137367,576,100,16.6666666666667
"2678",2,"4","3",1,1,2,"2",44,2,66275090,57700000,9698504,576,100,16.6666666666667
"2679",2,"4","3",1,1,3,"1",12,1,62371981,63200000,6764300,576,100,16.6666666666667
"2680",2,"4","3",1,1,3,"1",17,1,67119151,84700000,3103041,576,100,16.6666666666667
"2681",2,"4","3",1,1,3,"1",9,1,68077087,33300000,5483700,576,100,16.6666666666667
"2682",2,"4","3",1,1,3,"2",4,1,67830825,76500000,8825959,576,100,16.6666666666667
"2683",2,"4","3",3,4,1,"1",27,2,86939675,24100000,8129704,577,100,33.3333333333333
"2684",2,"4","3",3,4,2,"2",22,2,87357229,99700000,5581427,577,100,33.3333333333333
"2685",2,"4","3",3,4,3,"2",1,1,53338748,8916764,1285352,577,100,33.3333333333333
"2686",2,"4","2",1,1,1,"2",67,4,57901365,75900000,8375024,578,100,33.3333333333333
"2687",2,"4","2",1,1,3,"1",35,1,16103567,14800000,7221878,578,100,33.3333333333333
"2688",2,"4","2",1,1,3,"1",30,1,37121782,99100000,5856516,578,100,33.3333333333333
"2689",2,"4","3",1,1,1,"1",47,2,53247720,67300000,2598672,579,100,16.6666666666667
"2690",2,"4","3",1,1,2,"2",45,2,67216319,73100000,7673543,579,100,16.6666666666667
"2691",2,"4","3",1,1,3,"1",25,1,53909445,60800000,2946378,579,100,16.6666666666667
"2692",2,"4","3",1,1,3,"1",21,1,62434119,25100000,2480634,579,100,16.6666666666667
"2693",2,"4","3",1,1,3,"2",27,1,4198289,16800000,9103125,579,100,16.6666666666667
"2694",2,"4","3",1,1,3,"1",23,1,5794396,44300000,7181394,579,100,16.6666666666667
"2695",2,"4","3",1,1,1,"1",40,2,41621321,3051990,4571207,580,100,12.5
"2696",2,"4","3",1,1,2,"2",36,2,98832726,53800000,4285950,580,100,12.5
"2697",2,"4","3",1,1,3,"1",12,1,94036949,51800000,7889028,580,100,12.5
"2698",2,"4","3",1,1,3,"1",8,1,56260854,94200000,9072236,580,100,12.5
"2699",2,"4","3",1,1,3,"2",14,1,75775588,63100000,9782231,580,100,12.5
"2700",2,"4","3",1,1,3,"2",16,1,65169346,4293049,1014083,580,100,12.5
"2701",2,"4","3",1,1,3,"1",10,1,19471817,54300000,5448479,580,100,12.5
"2702",2,"4","3",1,1,3,"2",6,1,39081508,46800000,5006909,580,100,12.5
"2703",2,"4","2",1,1,1,"1",48,2,79723740,70400000,8087451,581,100,50
"2704",2,"4","2",1,1,2,"2",48,2,91948730,84800000,7400078,581,100,50
"2705",2,"4","2",1,1,1,"1",55,2,64172453,1.7e+07,1735349,582,100,33.3333333333333
"2706",2,"4","2",1,1,2,"2",50,2,23476316,61100000,8474790,582,100,33.3333333333333
"2707",2,"4","2",1,1,3,"2",24,1,90218747,21500000,5725639,582,100,33.3333333333333
"2708",2,"4","3",9,1,1,"1",25,2,83411956,5.5e+07,630740,583,100,50
"2709",2,"4","3",9,1,2,"2",23,2,69435316,15400000,3481824,583,100,50
"2710",2,"4","2",1,1,1,"1",36,2,78202951,98400000,1122155,584,100,25
"2711",2,"4","2",1,1,2,"2",28,2,7127544,24300000,6887592,584,100,25
"2712",2,"4","2",1,1,3,"1",3,1,63435113,37600000,6184497,584,100,25
"2713",2,"4","2",1,1,3,"2",6,1,9471273,9.7e+07,7977153,584,100,25
"2714",2,"4","2",1,1,1,"1",32,2,2890228,1.3e+07,7135519,585,100,14.2857142857143
"2715",2,"4","2",1,1,2,"2",27,2,76450086,3837963,8268031,585,100,14.2857142857143
"2716",2,"4","2",1,1,3,"2",8,1,95383877,48700000,1066862,585,100,14.2857142857143
"2717",2,"4","2",1,1,3,"1",0,1,49350572,23100000,5112151,585,100,14.2857142857143
"2718",2,"4","2",1,1,6,"2",55,4,11706883,68800000,2858512,585,100,14.2857142857143
"2719",2,"4","2",1,1,7,"1",22,1,52815610,23100000,1565232,585,100,14.2857142857143
"2720",2,"4","2",1,1,7,"1",20,1,27304175,80900000,9579498,585,100,14.2857142857143
"2721",2,"4","3",9,1,1,"1",33,2,55417061,87800000,4670617,586,100,20
"2722",2,"4","3",9,1,2,"2",24,2,47772166,91400000,9482943,586,100,20
"2723",2,"4","3",9,1,3,"1",4,1,83987832,6.6e+07,8181542,586,100,20
"2724",2,"4","3",9,1,3,"1",6,1,33831701,91200000,8761170,586,100,20
"2725",2,"4","3",9,1,3,"1",2,1,29688314,42900000,6019346,586,100,20
"2726",2,"4","2",1,1,1,"1",31,2,30554006,90200000,9038612,587,100,16.6666666666667
"2727",2,"4","2",1,1,2,"2",30,2,36622870,9435859,8049176,587,100,16.6666666666667
"2728",2,"4","2",1,1,3,"1",6,1,16066933,36500000,9625245,587,100,16.6666666666667
"2729",2,"4","2",1,1,3,"2",3,1,30914113,47200000,6463982,587,100,16.6666666666667
"2730",2,"4","2",1,1,3,"1",7,1,54883611,9.9e+07,5544772,587,100,16.6666666666667
"2731",2,"4","2",1,1,3,"2",2,1,87088299,13600000,4962117,587,100,16.6666666666667
"2732",2,"4","3",1,1,1,"1",30,2,5577184,83500000,8809901,588,100,33.3333333333333
"2733",2,"4","3",1,1,2,"2",23,2,79581970,94300000,7999564,588,100,33.3333333333333
"2734",2,"4","3",1,1,3,"2",1,1,37209365,63300000,885520.8,588,100,33.3333333333333
"2735",2,"4","2",1,1,1,"2",55,4,3834750,63800000,1063279,589,100,50
"2736",2,"4","2",1,1,3,"2",15,1,54755646,57600000,8864028,589,100,50
"2737",2,"4","2",1,1,1,"1",49,2,62432218,89500000,4012040,590,100,16.6666666666667
"2738",2,"4","2",1,1,2,"2",44,2,19683456,15200000,6468460,590,100,16.6666666666667
"2739",2,"4","2",1,1,3,"2",16,1,83967221,32800000,6751640,590,100,16.6666666666667
"2740",2,"4","2",1,1,3,"1",21,1,44817501,41800000,296837.6,590,100,16.6666666666667
"2741",2,"4","2",1,1,3,"2",6,1,80889660,78400000,371429.3,590,100,16.6666666666667
"2742",2,"4","2",1,1,3,"2",11,1,27320424,62400000,190549.1,590,100,16.6666666666667
"2743",2,"4","3",3,1,1,"1",31,2,48388880,72800000,6446617,591,100,20
